Date,Rank,Title,Artist
2023-02-11,21,Thought You Should Know,Morgan Wallen
2023-02-11,22,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-02-11,23,Escapism,RAYE Featuring 070 Shake
2023-02-11,24,"Going, Going, Gone",Luke Combs
2023-02-11,25,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-02-11,26,Calm Down,Rema & Selena Gomez
2023-02-11,27,Last Night,Morgan Wallen
2023-02-11,28,Until I Found You,Stephen Sanchez
2023-02-11,29,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-02-11,30,The Kind Of Love We Make,Luke Combs
2023-02-11,31,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-02-11,32,Shirt,SZA
2023-02-11,33,Heart Like A Truck,Lainey Wilson
2023-02-11,34,Wait For U,Future Featuring Drake & Tems
2023-02-11,35,Snooze,SZA
2023-02-11,36,Sure Thing,Miguel
2023-02-11,37,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-02-11,38,Players,Coi Leray
2023-02-11,39,Tomorrow 2,GloRilla & Cardi B
2023-02-11,40,Love Again,The Kid LAROI
2023-02-11,41,She Had Me At Heads Carolina,Cole Swindell
2023-02-11,42,Dawns,Zach Bryan Featuring Maggie Rogers
2023-02-11,43,Whiskey On You,Nate Smith
2023-02-11,44,Super Freaky Girl,Nicki Minaj
2023-02-11,45,Nobody Gets Me,SZA
2023-02-11,46,Unstoppable,Sia
2023-02-11,47,What My World Spins Around,Jordan Davis
2023-02-11,48,Sunroof,Nicky Youre & dazy
2023-02-11,49,I Ain't Worried,OneRepublic
2023-02-11,50,About Damn Time,Lizzo
2023-02-11,51,Lift Me Up,Rihanna
2023-02-11,52,Que Vuelvas,Carin Leon X Grupo Frontera
2023-02-11,53,Low,SZA
2023-02-11,54,One Thing At A Time,Morgan Wallen
2023-02-11,55,Tennessee Orange,Megan Moroney
2023-02-11,56,Bloody Mary,Lady Gaga
2023-02-11,57,What He Didn't Do,Carly Pearce
2023-02-11,58,I Wrote The Book,Morgan Wallen
2023-02-11,59,Freestyle,Lil Baby
2023-02-11,60,Handle On You,Parker McCollum
2023-02-11,61,Everything I Love,Morgan Wallen
2023-02-11,62,Wild As Her,Corey Kent
2023-02-11,63,Forget Me,Lewis Capaldi
2023-02-11,64,Growin' Up And Gettin' Old,Luke Combs
2023-02-11,65,Here With Me,d4vd
2023-02-11,66,The Color Violet,Tory Lanez
2023-02-11,67,Spin Bout U,Drake & 21 Savage
2023-02-11,68,Blind,SZA
2023-02-11,69,Love You Better,Future
2023-02-11,70,La Bachata,Manuel Turizo
2023-02-11,71,I'm Not Here To Make Friends,Sam Smith
2023-02-11,72,Nonsense,Sabrina Carpenter
2023-02-11,73,No Se Va,Grupo Frontera
2023-02-11,74,10:35,Tiesto Featuring Tate McRae
2023-02-11,75,Snap,Rosa Linn
2023-02-11,76,Shut Up My Moms Calling,Hotel Ugly
2023-02-11,77,OMG,NewJeans
2023-02-11,78,Love Language,SZA
2023-02-11,79,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-02-11,80,The Black Seminole.,Lil Yachty
2023-02-11,81,You Didn't,Brett Young
2023-02-11,82,I Wish You Roses,Kali Uchis
2023-02-11,83,La Jumpa,Arcangel & Bad Bunny
2023-02-11,84,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-02-11,85,Do It Again,NLE Choppa & 2Rare
2023-02-11,86,Fin de Semana,Junior H X Oscar Maydon
2023-02-11,87,Circo Loco,Drake & 21 Savage
2023-02-11,88,That's What Tequila Does,Jason Aldean
2023-02-11,89,Back End,Finesse2Tymes
2023-02-11,90,Ditto,NewJeans
2023-02-11,91,Human,Cody Johnson
2023-02-11,92,Tennessee Fan,Morgan Wallen
2023-02-11,93,Knight Crawler,Trippie Redd & Juice WRLD
2023-02-11,94,California Breeze,Lil Baby
2023-02-11,95,Next Thing You Know,Jordan Davis
2023-02-11,96,Hey Mor,Ozuna Featuring Feid
2023-02-11,97,Gato de Noche,Nengo Flow & Bad Bunny
2023-02-11,98,Heart To Heart,Mac DeMarco
2023-02-11,99,Never Gonna Not Dance Again,P!nk
2023-02-11,100,Dancin' In The Country,Tyler Hubbard
2023-02-18,1,Flowers,Miley Cyrus
2023-02-18,2,Kill Bill,SZA
2023-02-18,3,Last Night,Morgan Wallen
2023-02-18,4,Unholy,Sam Smith & Kim Petras
2023-02-18,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-18,6,Cuff It,Beyonce
2023-02-18,7,Anti-Hero,Taylor Swift
2023-02-18,8,Die For You,The Weeknd & Ariana Grande
2023-02-18,9,I'm Good (Blue),David Guetta & Bebe Rexha
2023-02-18,10,As It Was,Harry Styles
2023-02-18,11,Rich Flex,Drake & 21 Savage
2023-02-18,12,Just Wanna Rock,Lil Uzi Vert
2023-02-18,13,Thought You Should Know,Morgan Wallen
2023-02-18,14,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-02-18,15,Made You Look,Meghan Trainor
2023-02-18,16,Under The Influence,Chris Brown
2023-02-18,17,Golden Hour,JVKE
2023-02-18,18,You Proof,Morgan Wallen
2023-02-18,19,Rock And A Hard Place,Bailey Zimmerman
2023-02-18,20,Something In The Orange,Zach Bryan
2023-02-18,21,Thank God,Kane Brown With Katelyn Brown
2023-02-18,22,Bad Habit,Steve Lacy
2023-02-18,23,"Going, Going, Gone",Luke Combs
2023-02-18,24,Escapism,RAYE Featuring 070 Shake
2023-02-18,25,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-02-18,26,Lavender Haze,Taylor Swift
2023-02-18,27,Calm Down,Rema & Selena Gomez
2023-02-18,28,Players,Coi Leray
2023-02-18,29,Shirt,SZA
2023-02-18,30,Sure Thing,Miguel
2023-02-18,31,The Kind Of Love We Make,Luke Combs
2023-02-18,32,Heart Like A Truck,Lainey Wilson
2023-02-18,33,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-02-18,34,Snooze,SZA
2023-02-18,35,Until I Found You,Stephen Sanchez
2023-02-18,36,Wait For U,Future Featuring Drake & Tems
2023-02-18,37,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-02-18,38,I Wrote The Book,Morgan Wallen
2023-02-18,39,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-02-18,40,Tomorrow 2,GloRilla & Cardi B
2023-02-18,41,About Damn Time,Lizzo
2023-02-18,42,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-02-18,43,She Had Me At Heads Carolina,Cole Swindell
2023-02-18,44,Nobody Gets Me,SZA
2023-02-18,45,What My World Spins Around,Jordan Davis
2023-02-18,46,Unstoppable,Sia
2023-02-18,47,One Thing At A Time,Morgan Wallen
2023-02-18,48,Whiskey On You,Nate Smith
2023-02-18,49,Dawns,Zach Bryan Featuring Maggie Rogers
2023-02-18,50,Love Again,The Kid LAROI
2023-02-18,51,Everything I Love,Morgan Wallen
2023-02-18,52,Lift Me Up,Rihanna
2023-02-18,53,Que Vuelvas,Carin Leon X Grupo Frontera
2023-02-18,54,Low,SZA
2023-02-18,55,Tennessee Orange,Megan Moroney
2023-02-18,56,X Si Volvemos,Karol G x Romeo Santos
2023-02-18,57,Bloody Mary,Lady Gaga
2023-02-18,58,Handle On You,Parker McCollum
2023-02-18,59,What He Didn't Do,Carly Pearce
2023-02-18,60,Freestyle,Lil Baby
2023-02-18,61,Wild As Her,Corey Kent
2023-02-18,62,Spin Bout U,Drake & 21 Savage
2023-02-18,63,You Didn't,Brett Young
2023-02-18,64,Growin' Up And Gettin' Old,Luke Combs
2023-02-18,65,Nonsense,Sabrina Carpenter
2023-02-18,66,Here With Me,d4vd
2023-02-18,67,The Color Violet,Tory Lanez
2023-02-18,68,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-02-18,69,10:35,Tiesto Featuring Tate McRae
2023-02-18,70,La Bachata,Manuel Turizo
2023-02-18,71,Forget Me,Lewis Capaldi
2023-02-18,72,Shut Up My Moms Calling,Hotel Ugly
2023-02-18,73,Blind,SZA
2023-02-18,74,OMG,NewJeans
2023-02-18,75,No Se Va,Grupo Frontera
2023-02-18,76,Love You Better,Future
2023-02-18,77,La Jumpa,Arcangel & Bad Bunny
2023-02-18,78,PRC,Peso Pluma X Natanael Cano
2023-02-18,79,That's What Tequila Does,Jason Aldean
2023-02-18,80,Love Language,SZA
2023-02-18,81,Tennessee Fan,Morgan Wallen
2023-02-18,82,Ditto,NewJeans
2023-02-18,83,Watch The World Burn,Falling In Reverse
2023-02-18,84,Human,Cody Johnson
2023-02-18,85,In Ha Mood,Ice Spice
2023-02-18,86,Back End,Finesse2Tymes
2023-02-18,87,Do It Again,NLE Choppa & 2Rare
2023-02-18,88,Hey Mor,Ozuna Featuring Feid
2023-02-18,89,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-02-18,90,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2023-02-18,91,Fin de Semana,Junior H X Oscar Maydon
2023-02-18,92,Snap,Rosa Linn
2023-02-18,93,California Breeze,Lil Baby
2023-02-18,94,I'm Not Here To Make Friends,Sam Smith
2023-02-18,95,Gato de Noche,Nengo Flow & Bad Bunny
2023-02-18,96,Yandel 150,Yandel & Feid
2023-02-18,97,Heart To Heart,Mac DeMarco
2023-02-18,98,Next Thing You Know,Jordan Davis
2023-02-18,99,Never Gonna Not Dance Again,P!nk
2023-02-18,100,Open Arms,SZA Featuring Travis Scott
2023-02-25,1,Flowers,Miley Cyrus
2023-02-25,2,Kill Bill,SZA
2023-02-25,3,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-25,4,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-02-25,5,Last Night,Morgan Wallen
2023-02-25,6,Unholy,Sam Smith & Kim Petras
2023-02-25,7,Die For You,The Weeknd & Ariana Grande
2023-02-25,8,Anti-Hero,Taylor Swift
2023-02-25,9,Cuff It,Beyonce
2023-02-25,10,I'm Good (Blue),David Guetta & Bebe Rexha
2023-02-25,11,Just Wanna Rock,Lil Uzi Vert
2023-02-25,12,As It Was,Harry Styles
2023-02-25,13,Thank God,Kane Brown With Katelyn Brown
2023-02-25,14,Rich Flex,Drake & 21 Savage
2023-02-25,15,Love You Anyway,Luke Combs
2023-02-25,16,Thought You Should Know,Morgan Wallen
2023-02-25,17,Under The Influence,Chris Brown
2023-02-25,18,Rock And A Hard Place,Bailey Zimmerman
2023-02-25,19,Golden Hour,JVKE
2023-02-25,20,Made You Look,Meghan Trainor
2023-02-25,21,Something In The Orange,Zach Bryan
2023-02-25,22,Players,Coi Leray
2023-02-25,23,You Proof,Morgan Wallen
2023-02-25,24,Lavender Haze,Taylor Swift
2023-02-25,25,Calm Down,Rema & Selena Gomez
2023-02-25,26,Escapism,RAYE Featuring 070 Shake
2023-02-25,27,"Going, Going, Gone",Luke Combs
2023-02-25,28,Bad Habit,Steve Lacy
2023-02-25,29,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-02-25,30,Shirt,SZA
2023-02-25,31,Sure Thing,Miguel
2023-02-25,32,Until I Found You,Stephen Sanchez
2023-02-25,33,Snooze,SZA
2023-02-25,34,Heart Like A Truck,Lainey Wilson
2023-02-25,35,The Kind Of Love We Make,Luke Combs
2023-02-25,36,Wait For U,Future Featuring Drake & Tems
2023-02-25,37,Umbrella,Rihanna Featuring Jay-Z
2023-02-25,38,Lost,Linkin Park
2023-02-25,39,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-02-25,40,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-02-25,41,Lift Me Up,Rihanna
2023-02-25,42,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-02-25,43,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-02-25,44,Diamonds,Rihanna
2023-02-25,45,Tomorrow 2,GloRilla & Cardi B
2023-02-25,46,About Damn Time,Lizzo
2023-02-25,47,She Had Me At Heads Carolina,Cole Swindell
2023-02-25,48,We Found Love,Rihanna Featuring Calvin Harris
2023-02-25,49,What My World Spins Around,Jordan Davis
2023-02-25,50,Unstoppable,Sia
2023-02-25,51,Nobody Gets Me,SZA
2023-02-25,52,Special,Lizzo Featuring SZA
2023-02-25,53,Love Again,The Kid LAROI
2023-02-25,54,Que Vuelvas,Carin Leon X Grupo Frontera
2023-02-25,55,Bloody Mary,Lady Gaga
2023-02-25,56,I Wrote The Book,Morgan Wallen
2023-02-25,57,Tennessee Orange,Megan Moroney
2023-02-25,58,What He Didn't Do,Carly Pearce
2023-02-25,59,One Thing At A Time,Morgan Wallen
2023-02-25,60,Handle On You,Parker McCollum
2023-02-25,61,Dawns,Zach Bryan Featuring Maggie Rogers
2023-02-25,62,Low,SZA
2023-02-25,63,Wild As Her,Corey Kent
2023-02-25,64,Spin Bout U,Drake & 21 Savage
2023-02-25,65,Freestyle,Lil Baby
2023-02-25,66,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-02-25,67,Everything I Love,Morgan Wallen
2023-02-25,68,Nonsense,Sabrina Carpenter
2023-02-25,69,10:35,Tiesto Featuring Tate McRae
2023-02-25,70,In Ha Mood,Ice Spice
2023-02-25,71,Here With Me,d4vd
2023-02-25,72,You Didn't,Brett Young
2023-02-25,73,PRC,Peso Pluma X Natanael Cano
2023-02-25,74,Growin' Up And Gettin' Old,Luke Combs
2023-02-25,75,No Se Va,Grupo Frontera
2023-02-25,76,OMG,NewJeans
2023-02-25,77,The Color Violet,Tory Lanez
2023-02-25,78,That's What Tequila Does,Jason Aldean
2023-02-25,79,X Si Volvemos,Karol G x Romeo Santos
2023-02-25,80,Love You Better,Future
2023-02-25,81,Blind,SZA
2023-02-25,82,La Jumpa,Arcangel & Bad Bunny
2023-02-25,83,Shut Up My Moms Calling,Hotel Ugly
2023-02-25,84,Fix'n To Break,Bailey Zimmerman
2023-02-25,85,Hey Mor,Ozuna Featuring Feid
2023-02-25,86,Forever,Lil Baby Featuring Fridayy
2023-02-25,87,Do It Again,NLE Choppa & 2Rare
2023-02-25,88,Human,Cody Johnson
2023-02-25,89,Ghost In The Machine,SZA Featuring Phoebe Bridgers
2023-02-25,90,Yandel 150,Yandel & Feid
2023-02-25,91,Love Language,SZA
2023-02-25,92,Dancin' In The Country,Tyler Hubbard
2023-02-25,93,Forget Me,Lewis Capaldi
2023-02-25,94,Back End,Finesse2Tymes
2023-02-25,95,California Breeze,Lil Baby
2023-02-25,96,Next Thing You Know,Jordan Davis
2023-02-25,97,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-02-25,98,Gato de Noche,Nengo Flow & Bad Bunny
2023-02-25,99,Painting Pictures,Superstar Pride
2023-02-25,100,Tennessee Fan,Morgan Wallen
2023-03-04,1,Flowers,Miley Cyrus
2023-03-04,2,Kill Bill,SZA
2023-03-04,3,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-03-04,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-03-04,5,Last Night,Morgan Wallen
2023-03-04,6,Die For You,The Weeknd & Ariana Grande
2023-03-04,7,Unholy,Sam Smith & Kim Petras
2023-03-04,8,Anti-Hero,Taylor Swift
2023-03-04,9,Cuff It,Beyonce
2023-03-04,10,I'm Good (Blue),David Guetta & Bebe Rexha
2023-03-04,11,Just Wanna Rock,Lil Uzi Vert
2023-03-04,12,As It Was,Harry Styles
2023-03-04,13,Thank God,Kane Brown With Katelyn Brown
2023-03-04,14,Rich Flex,Drake & 21 Savage
2023-03-04,15,Thought You Should Know,Morgan Wallen
2023-03-04,16,Rock And A Hard Place,Bailey Zimmerman
2023-03-04,17,Players,Coi Leray
2023-03-04,18,Under The Influence,Chris Brown
2023-03-04,19,Calm Down,Rema & Selena Gomez
2023-03-04,20,You Proof,Morgan Wallen
2023-03-04,21,Made You Look,Meghan Trainor
2023-03-04,22,Lavender Haze,Taylor Swift
2023-03-04,23,Escapism,RAYE Featuring 070 Shake
2023-03-04,24,"Going, Going, Gone",Luke Combs
2023-03-04,25,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-03-04,26,Something In The Orange,Zach Bryan
2023-03-04,27,Golden Hour,JVKE
2023-03-04,28,Sure Thing,Miguel
2023-03-04,29,Heart Like A Truck,Lainey Wilson
2023-03-04,30,Bad Habit,Steve Lacy
2023-03-04,31,Until I Found You,Stephen Sanchez
2023-03-04,32,Shirt,SZA
2023-03-04,33,Snooze,SZA
2023-03-04,34,Painting Pictures,Superstar Pride
2023-03-04,35,Wait For U,Future Featuring Drake & Tems
2023-03-04,36,The Kind Of Love We Make,Luke Combs
2023-03-04,37,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-03-04,38,Love You Anyway,Luke Combs
2023-03-04,39,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-03-04,40,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-03-04,41,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-03-04,42,She Had Me At Heads Carolina,Cole Swindell
2023-03-04,43,Dawns,Zach Bryan Featuring Maggie Rogers
2023-03-04,44,What My World Spins Around,Jordan Davis
2023-03-04,45,About Damn Time,Lizzo
2023-03-04,46,Tomorrow 2,GloRilla & Cardi B
2023-03-04,47,Bloody Mary,Lady Gaga
2023-03-04,48,Nobody Gets Me,SZA
2023-03-04,49,Hope,NF
2023-03-04,50,Unstoppable,Sia
2023-03-04,51,Favorite Song,Toosii
2023-03-04,52,Lift Me Up,Rihanna
2023-03-04,53,What He Didn't Do,Carly Pearce
2023-03-04,54,Love Again,The Kid LAROI
2023-03-04,55,Special,Lizzo Featuring SZA
2023-03-04,56,Que Vuelvas,Carin Leon X Grupo Frontera
2023-03-04,57,Spin Bout U,Drake & 21 Savage
2023-03-04,58,Handle On You,Parker McCollum
2023-03-04,59,Wild As Her,Corey Kent
2023-03-04,60,One Thing At A Time,Morgan Wallen
2023-03-04,61,I Wrote The Book,Morgan Wallen
2023-03-04,62,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
2023-03-04,63,Heaven,Niall Horan
2023-03-04,64,Freestyle,Lil Baby
2023-03-04,65,Low,SZA
2023-03-04,66,Tennessee Orange,Megan Moroney
2023-03-04,67,Next Thing You Know,Jordan Davis
2023-03-04,68,In Ha Mood,Ice Spice
2023-03-04,69,No Time Wasted,Polo G & Future
2023-03-04,70,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-03-04,71,You Didn't,Brett Young
2023-03-04,72,Nonsense,Sabrina Carpenter
2023-03-04,73,10:35,Tiesto Featuring Tate McRae
2023-03-04,74,Lost,Linkin Park
2023-03-04,75,Ceilings,Lizzy McAlpine
2023-03-04,76,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-03-04,77,That's What Tequila Does,Jason Aldean
2023-03-04,78,Here With Me,d4vd
2023-03-04,79,PRC,Peso Pluma X Natanael Cano
2023-03-04,80,Everything I Love,Morgan Wallen
2023-03-04,81,Forever,Lil Baby Featuring Fridayy
2023-03-04,82,No Se Va,Grupo Frontera
2023-03-04,83,Lottery,Latto Featuring LU KALA
2023-03-04,84,The Color Violet,Tory Lanez
2023-03-04,85,Human,Cody Johnson
2023-03-04,86,Love You Better,Future
2023-03-04,87,Dancin' In The Country,Tyler Hubbard
2023-03-04,88,Hey Mor,Ozuna Featuring Feid
2023-03-04,89,OMG,NewJeans
2023-03-04,90,Yandel 150,Yandel & Feid
2023-03-04,91,X Si Volvemos,Karol G x Romeo Santos
2023-03-04,92,Too Many Nights,Metro Boomin Featuring Don Toliver & Future
2023-03-04,93,Blind,SZA
2023-03-04,94,Trustfall,P!nk
2023-03-04,95,Do It Again,NLE Choppa & 2Rare
2023-03-04,96,Slut Me Out,NLE Choppa
2023-03-04,97,La Jumpa,Arcangel & Bad Bunny
2023-03-04,98,Shut Up My Moms Calling,Hotel Ugly
2023-03-04,99,Gold,Dierks Bentley
2023-03-04,100,Back End,Finesse2Tymes
2023-03-11,1,Die For You,The Weeknd & Ariana Grande
2023-03-11,2,Flowers,Miley Cyrus
2023-03-11,3,Kill Bill,SZA
2023-03-11,4,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-03-11,5,Last Night,Morgan Wallen
2023-03-11,6,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-03-11,7,TQG,Karol G x Shakira
2023-03-11,8,Unholy,Sam Smith & Kim Petras
2023-03-11,9,Anti-Hero,Taylor Swift
2023-03-11,10,Cuff It,Beyonce
2023-03-11,11,I'm Good (Blue),David Guetta & Bebe Rexha
2023-03-11,12,Just Wanna Rock,Lil Uzi Vert
2023-03-11,13,Thought You Should Know,Morgan Wallen
2023-03-11,14,As It Was,Harry Styles
2023-03-11,15,Calm Down,Rema & Selena Gomez
2023-03-11,16,Players,Coi Leray
2023-03-11,17,Rock And A Hard Place,Bailey Zimmerman
2023-03-11,18,Under The Influence,Chris Brown
2023-03-11,19,Thank God,Kane Brown With Katelyn Brown
2023-03-11,20,Rich Flex,Drake & 21 Savage
2023-03-11,21,You Proof,Morgan Wallen
2023-03-11,22,Escapism,RAYE Featuring 070 Shake
2023-03-11,23,Lavender Haze,Taylor Swift
2023-03-11,24,"Going, Going, Gone",Luke Combs
2023-03-11,25,Painting Pictures,Superstar Pride
2023-03-11,26,Something In The Orange,Zach Bryan
2023-03-11,27,Until I Found You,Stephen Sanchez
2023-03-11,28,Sure Thing,Miguel
2023-03-11,29,Heart Like A Truck,Lainey Wilson
2023-03-11,30,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-03-11,31,Golden Hour,JVKE
2023-03-11,32,Snooze,SZA
2023-03-11,33,Shirt,SZA
2023-03-11,34,Made You Look,Meghan Trainor
2023-03-11,35,Bad Habit,Steve Lacy
2023-03-11,36,The Kind Of Love We Make,Luke Combs
2023-03-11,37,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2023-03-11,38,Wait For U,Future Featuring Drake & Tems
2023-03-11,39,Love You Anyway,Luke Combs
2023-03-11,40,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-03-11,41,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-03-11,42,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-03-11,43,Nobody Gets Me,SZA
2023-03-11,44,Favorite Song,Toosii
2023-03-11,45,She Had Me At Heads Carolina,Cole Swindell
2023-03-11,46,Bloody Mary,Lady Gaga
2023-03-11,47,Spin Bout U,Drake & 21 Savage
2023-03-11,48,X Si Volvemos,Karol G x Romeo Santos
2023-03-11,49,Unstoppable,Sia
2023-03-11,50,About Damn Time,Lizzo
2023-03-11,51,One Thing At A Time,Morgan Wallen
2023-03-11,52,Dawns,Zach Bryan Featuring Maggie Rogers
2023-03-11,53,Special,Lizzo Featuring SZA
2023-03-11,54,What He Didn't Do,Carly Pearce
2023-03-11,55,Handle On You,Parker McCollum
2023-03-11,56,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
2023-03-11,57,Que Vuelvas,Carin Leon X Grupo Frontera
2023-03-11,58,Wild As Her,Corey Kent
2023-03-11,59,Love Again,The Kid LAROI
2023-03-11,60,Ceilings,Lizzy McAlpine
2023-03-11,61,Freestyle,Lil Baby
2023-03-11,62,Heaven,Niall Horan
2023-03-11,63,Low,SZA
2023-03-11,64,I Wrote The Book,Morgan Wallen
2023-03-11,65,Lift Me Up,Rihanna
2023-03-11,66,Kant Nobody,Lil Wayne Featuring DMX
2023-03-11,67,Next Thing You Know,Jordan Davis
2023-03-11,68,Mientras Me Curo del Cora,Karol G
2023-03-11,69,In Ha Mood,Ice Spice
2023-03-11,70,Tennessee Orange,Megan Moroney
2023-03-11,71,Gucci Los Panos,Karol G
2023-03-11,72,Private Landing,Don Toliver Featuring Justin Bieber & Future
2023-03-11,73,Tus Gafitas,Karol G
2023-03-11,74,Gatubela,Karol G x Maldy
2023-03-11,75,Nonsense,Sabrina Carpenter
2023-03-11,76,Forever,Lil Baby Featuring Fridayy
2023-03-11,77,No More Talk,Yeat
2023-03-11,78,You Didn't,Brett Young
2023-03-11,79,Split,Yeat
2023-03-11,80,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-03-11,81,10:35,Tiesto Featuring Tate McRae
2023-03-11,82,Cairo,Karol G & Ovy On The Drums
2023-03-11,83,Shmunk,Yeat Featuring YoungBoy Never Broke Again
2023-03-11,84,Hope,NF
2023-03-11,85,That's What Tequila Does,Jason Aldean
2023-03-11,86,Pero Tu,Karol G & Quevedo
2023-03-11,87,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-03-11,88,Dirt,Key Glock
2023-03-11,89,Joe,Luke Combs
2023-03-11,90,Gold,Dierks Bentley
2023-03-11,91,PRC,Peso Pluma X Natanael Cano
2023-03-11,92,Human,Cody Johnson
2023-03-11,93,Everything I Love,Morgan Wallen
2023-03-11,94,Here With Me,d4vd
2023-03-11,95,Ojos Ferrari,"Karol G, Justin Quiles & Angel Dior"
2023-03-11,96,Besties,Karol G
2023-03-11,97,Yandel 150,Yandel & Feid
2023-03-11,98,Manana Sera Bonito,Karol G & Carla Morrison
2023-03-11,99,The Color Violet,Tory Lanez
2023-03-11,100,Die 4 Me,Halsey
2023-03-18,1,Last Night,Morgan Wallen
2023-03-18,2,Flowers,Miley Cyrus
2023-03-18,3,Kill Bill,SZA
2023-03-18,4,Die For You,The Weeknd & Ariana Grande
2023-03-18,5,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-03-18,6,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-03-18,7,Thought You Should Know,Morgan Wallen
2023-03-18,8,You Proof,Morgan Wallen
2023-03-18,9,Thinkin' Bout Me,Morgan Wallen
2023-03-18,10,One Thing At A Time,Morgan Wallen
2023-03-18,11,Ain't That Some,Morgan Wallen
2023-03-18,12,Anti-Hero,Taylor Swift
2023-03-18,13,Red Ruby Da Sleeze,Nicki Minaj
2023-03-18,14,Everything I Love,Morgan Wallen
2023-03-18,15,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-03-18,16,Unholy,Sam Smith & Kim Petras
2023-03-18,17,TQG,Karol G x Shakira
2023-03-18,18,I Wrote The Book,Morgan Wallen
2023-03-18,19,Calm Down,Rema & Selena Gomez
2023-03-18,20,Rock And A Hard Place,Bailey Zimmerman
2023-03-18,21,I'm Good (Blue),David Guetta & Bebe Rexha
2023-03-18,22,Just Wanna Rock,Lil Uzi Vert
2023-03-18,23,As It Was,Harry Styles
2023-03-18,24,Players,Coi Leray
2023-03-18,25,Cuff It,Beyonce
2023-03-18,26,Under The Influence,Chris Brown
2023-03-18,27,'98 Braves,Morgan Wallen
2023-03-18,28,Thank God,Kane Brown With Katelyn Brown
2023-03-18,29,Devil Don't Know,Morgan Wallen
2023-03-18,30,Sunrise,Morgan Wallen
2023-03-18,31,Lavender Haze,Taylor Swift
2023-03-18,32,Born With A Beer In My Hand,Morgan Wallen
2023-03-18,33,Escapism,RAYE Featuring 070 Shake
2023-03-18,34,Rich Flex,Drake & 21 Savage
2023-03-18,35,Whiskey Friends,Morgan Wallen
2023-03-18,36,"Going, Going, Gone",Luke Combs
2023-03-18,37,Sure Thing,Miguel
2023-03-18,38,Tennessee Numbers,Morgan Wallen
2023-03-18,39,Until I Found You,Stephen Sanchez
2023-03-18,40,Cowgirls,Morgan Wallen Featuring ERNEST
2023-03-18,41,Hope That's True,Morgan Wallen
2023-03-18,42,Something In The Orange,Zach Bryan
2023-03-18,43,Dying Man,Morgan Wallen
2023-03-18,44,Keith Whitley,Morgan Wallen
